_id,name,rating,n
76561198068877542,unity,45.0843505859375,48
76561198002515349,delulu navigator,40.63605499267578,164
76561198054844275,EGB PAVEL,39.46566390991211,261
76561198149540641,chr,38.63105773925781,80
76561198034120620,ash | EGB,38.24760055541992,83
76561198048532604,2Z^Latrommi,37.50571823120117,19
76561198008234329,MAKIE,36.70548629760742,4
76561198163022967,bite!,36.61457824707031,2
76561198257310626,TDM,35.28329086303711,4
76561197986349176,v0R0N,35.222660064697266,17
76561198113058786,БОТ Дрон,35.07979202270508,2
76561198257561075,antonio_by,34.99061584472656,507
76561198095507584,Guard Tower,34.5636100769043,2
76561198060170978,Nanski,34.414451599121094,2
76561198257239941,Thranduil,34.41441345214844,11
76561198286726875,Tefon,34.350975036621094,5
76561198122384360,ласкi,34.325233459472656,80
76561198000621831,tszafarczyk,34.1942138671875,2
76561198245773976,glöggers,34.1942138671875,2
76561198075773906,Laskas6781,34.1942138671875,2
76561197972946521,oddi,34.157649993896484,322
76561198026142812,Bestia Piechowiak,33.960697174072266,4
76561198257377273,hodlkroy,33.785892486572266,83
76561198155645399,Dsch1ng1s,33.73067092895508,1
76561198027675734,New Folder(1) Copy of New Folder,33.73067092895508,1
76561198151161266,John Priest,33.73067092895508,1
76561198307856465,Nozomi!,33.73067092895508,1
76561198328225192,Friendship,33.73067092895508,1
76561198034523222,Olezhka,33.73067092895508,1
76561198256649166,kenny,33.366539001464844,50
76561198177289614,oh.cwirru,33.34603500366211,10
76561198186519969,TonyNZ,33.24974060058594,4
76561198093794329,BreJk,33.145606994628906,43
76561199047073579,Suffer,33.110023498535156,4
76561199146262115,ライトニングガン,32.99868392944336,6
76561197984084612,tmn,32.95576095581055,2
76561198043345474,cockroach,32.9134521484375,4
76561198025385515,Keneteu,32.826290130615234,2
76561198048696522,zik,32.80442810058594,91
76561197964625360,shuuqqxx,32.76730728149414,21
76561197960762127,Bani,32.76397705078125,9
76561198095252278,zιg,32.6655387878418,3
76561198257839303,DMN,32.60299301147461,2
76561198256878090,httfnttr,32.500144958496094,65
76561197961612230,Sinuh,32.473297119140625,5
76561198437929483,M A S S E S,32.471595764160156,2
76561198287339338,Teplo,32.45481872558594,46
76561197990318078,zolee,32.335147857666016,40
76561198022643879,Bartek,32.313499450683594,9
76561198239142044,SPART1E,32.2625732421875,9
76561198239869834,gospodin,32.08464431762695,3
76561198257679175,Eteto,31.944461822509766,5
76561198088925347,CUBA lumi,31.8214054107666,31
76561198013666605,Ant3stor,31.748558044433594,29
76561198256176051,sombre,31.73918342590332,1
76561198264657389,NnewOne,31.680875778198242,156
76561198098777141,Wallsnag,31.625444412231445,2
76561198092644454,s1lek,31.457538604736328,3
76561198257498691,soldier boy,31.376422882080078,2
76561198106787712,randall,31.343130111694336,71
76561198043070738,Nex,31.25105094909668,138
76561198154943013,laRsinj0,31.109270095825195,73
76561198080471179,Nitrino,31.07277488708496,3
76561198089456979,Stephen,31.01654815673828,2
76561199155720352,ThickenNugget,30.998910903930664,4
76561197963918937,Bailey,30.97295570373535,2
76561198084986860,Exxiff,30.97295570373535,2
76561199014112388,vemloco,30.97295570373535,2
76561198257221973,ziper,30.97295570373535,2
76561198013980013,Snatcher,30.97295570373535,2
76561198078329849,Tabami,30.97295570373535,2
76561198191100033,FF^mouse*,30.957359313964844,5
76561198284588137,dRuNkEnMaStEr,30.92884635925293,2
76561198045866799,abso,30.90233039855957,3
76561197963388994,le.klm,30.896509170532227,2
76561198033171295,lith,30.879310607910156,9
76561197985801088,tuhmapoika,30.875011444091797,3
76561197970783081,unmd,30.84131622314453,12
76561198049417378,Gandalf,30.7808895111084,1
76561198016340940,kf,30.733598709106445,1
76561198009325041,h,30.697288513183594,3
76561198145502434,RTP bogOtac,30.697288513183594,3
76561198268750160,det,30.672277450561523,2
76561198257391553,vulTure,30.626882553100586,632
76561198005628397,^kos,30.564287185668945,1011
76561198196541943,I3otOlmo,30.560771942138672,2
76561198171861028,gienon,30.548912048339844,16
76561198271385073,Heck,30.543298721313477,6
76561199577344341,pokanoname,30.525339126586914,11
76561198049163421,Shm,30.50906753540039,3
76561198079101449,bro,30.50906753540039,3
76561198155582198,David,30.50906753540039,3
76561198089070422,Juven1le,30.50906753540039,3
76561197960928741,czm,30.384849548339844,7
76561198027932374,fire_bot,30.37812042236328,40
76561197995976383,Andrei,30.34554100036621,1
76561198156465667,boonczek,30.335891723632812,13
76561197978616110,オリバー,30.334218978881836,9
76561198146266686,andjey,30.267009735107422,12
76561197997334597,öj rope,30.247283935546875,6
76561198035671947,siskins,30.163387298583984,269
76561198352423835,hamper_wf,30.081480026245117,35
76561197973313066,rdn,30.027727127075195,9
76561198050503929,rekall,29.965299606323242,2
76561198207726407,Уильям,29.947982788085938,26
76561198256203867,prestij,29.92443084716797,31
76561198012604537,twitch.tv/xiphosnl,29.905841827392578,81
76561198834543007,froz1k,29.868606567382812,1
76561198121402256,Noire026,29.79966163635254,1
76561198002370961,Alostraz,29.775840759277344,6
76561198038197222,kartmanio,29.721342086791992,4
76561198378609031,Guru,29.699443817138672,5
76561198033752090,k1lljoy,29.652145385742188,617
76561198258084853,p1vash,29.617372512817383,1
76561198055441534,TommY,29.606870651245117,2
76561198024295628,DavidTheMe,29.606870651245117,2
76561198182599049,maleficious,29.606870651245117,2
76561197976603006,VSmoL,29.606870651245117,2
76561198045795538,Saber,29.606870651245117,2
76561198043127653,davai headshot,29.606870651245117,2
76561198010141094,Tobel Recle,29.606870651245117,2
76561198382864663,scamp.user,29.606870651245117,2
76561198015777158,fash1que,29.606870651245117,2
76561197999916939,QuarK,29.606870651245117,2
76561198090058821,fearzhi`,29.606061935424805,13
76561198069839493,rA Scucchi,29.59425163269043,1
76561198165598209,Mach0man,29.52667236328125,1
76561198042268423,jcb,29.496658325195312,34
76561197989809925,Er Kirurgo,29.43288803100586,2
76561198340850451,bl4jnd,29.414899826049805,90
76561198353793595,bobbie,29.39463233947754,8
76561197960428381,RipperRoo,29.292842864990234,4
76561198417305282,Ъ,29.25543785095215,66
76561198004758770,Mad,29.199371337890625,6
76561197960362547,prophecy,29.174028396606445,2
76561198393127811,KACHOK,29.1202392578125,361
76561198118673208,5MeoDMT,29.084402084350586,3
76561197992882111,stripyツ,29.0613956451416,88
76561198019161242,dijiplay,29.059070587158203,1
76561198965410966,spyder550,29.023860931396484,2
