_id,name,rating,n
76561198077163281,dem0n,46.87993240356445,943
76561198033752090,k1lljoy,45.0,
76561198033439430,MASTERZENMIND,43.58717727661133,2586
76561198028376914,winz,42.30023193359375,30
76561198010942011,2z Silencep,41.69450759887695,7
76561198043345474,cockroach,40.37195587158203,199
76561198032236208,enesy,39.68418502807617,1648
76561198001355736,iceman,39.09767532348633,939
76561198228590616,ph0en|X,38.542388916015625,1066
76561198042268423,jcb,38.32868957519531,2043
76561198149540641,chr,36.3417854309082,924
76561198053960733,Frigolx,35.668678283691406,817
76561198047335245,L1NKIN,34.857547760009766,51
76561197982671330,Raist,34.77705001831055,2563
76561198075628646,fo_tbh,34.674354553222656,2186
76561198070470346,ScHnItZeL,34.661773681640625,6
76561198045866799,abso,34.480995178222656,624
76561198166087550,uziel12,33.73067092895508,1
76561198994832742,cuketoveplacky,33.73067092895508,1
76561198239142044,SPART1E,33.6490364074707,719
76561198046502794,Nalnah Ѧrk,33.64898681640625,4
76561198007335390,kon jest koniem,33.45934295654297,1351
76561198114832578,kirson,33.13262939453125,1097
76561197965938361,ᴴᴬᴴᴬ XDS,32.83300018310547,54
76561197983318796,ion,32.69782638549805,1230
76561197992124845,KING_BORIXON,32.35397720336914,3
76561198346024921,APH3X,32.24637985229492,6537
76561199020037962,coffin,31.95003318786621,945
76561198022523386,Kottomoora,31.902603149414062,2
76561198004481673,DEICIDE,31.649349212646484,8
76561198983618818,AKNA,31.57455825805664,5
76561198159799199,memurløki W.,31.57455825805664,5
76561198264657389,NnewOne,31.53478240966797,2
76561197973379971,-db-,31.48678207397461,6
76561198059501970,[RAGE] ~ThE_cL0wN,31.48678207397461,6
76561198028016604,Baldur,31.475046157836914,1671
76561198008234329,MAKIE,31.245094299316406,1853
76561198257362399,mult,31.004608154296875,821
76561198403448297,mikbalance,30.97295570373535,2
76561198020242938,twiikuu,30.94525146484375,4
76561197985202252,diabz,30.895998001098633,295
76561198044065399,krysa,30.888498306274414,20
76561197978914285,HellrideR,30.78003692626953,1
76561198849995570,schuppmaster,30.78003692626953,1
76561198162404214,pan smietanka,30.78003692626953,1
