_id,name,rating,n
76561198048532604,Latrommi,42.584503173828125,225
76561198028376914,winz,40.392921447753906,227
76561198002515349,delulu navigator,39.80954360961914,2625
76561198084461653,edd1,39.69597625732422,128
76561198167397269,M0rtr3D,39.12042236328125,5
76561198149540641,chr,39.01982879638672,1010
76561198054844275,EGB PAVEL,37.27510070800781,329
76561198005108987,Wrate,37.10896301269531,6
76561198361184829,x x a w x,37.00156784057617,6
76561198044065399,krysa,36.27463150024414,31
76561198068827339,Divan,36.109310150146484,3
76561198340850451,bl4jnd,36.00132369995117,85
76561198258257656,massoth,35.80751037597656,6
76561198136963513,serious,35.457237243652344,32
76561198033439430,MASTERZENMIND,35.36933517456055,197
76561198043070738,Nex,35.260414123535156,1161
76561198033171295,lith,34.976234436035156,45
76561198045866799,abso,34.9581413269043,637
76561198034120620,ash | EGB,34.71157455444336,367
76561197965781736,n0rther [twitch.tv/n0rtherTV],34.65408706665039,5
76561198264657389,NnewOne,34.638572692871094,396
76561198239142044,SPART1E,34.59083938598633,344
76561198257561075,antonio_by,34.47492980957031,757
76561198106787712,randall,34.359954833984375,1797
76561198088925347,CUBA lumi,34.097869873046875,390
76561198071790408,UwU,34.04475021362305,130
76561198010942011,2z Silencep,33.92412185668945,4
76561198177289614,oh.cwirru,33.82143020629883,3
76561198108097786,BARRYBABUIN,33.73067092895508,1
76561198150558999,3EO.WitreX,33.67864227294922,1
76561198022534637,prodigy,33.63304138183594,1276
76561198004758770,Mad,33.32327651977539,5
76561198069103826,cas,33.21817398071289,8
76561197996226415,2dg,33.16579818725586,179
76561198256352933,Шуруп,32.82155990600586,1674
76561198043345474,cockroach,32.80393981933594,23
76561198077163281,dem0n,32.66770553588867,40
76561198257437671,^Wood,32.539493560791016,2487
76561198032236208,enesy,32.520301818847656,202
76561198800999671,shiieeet,32.47257995605469,3
76561197972946521,oddi,32.43864059448242,391
76561198171861028,gienon,32.38860321044922,113
76561198256649166,kenny,31.95909881591797,394
76561197992862603,HazteR,31.863704681396484,9
76561198014377021,Eduard Rince Laser,31.74371910095215,2
76561198258081111,VK Lv4Hell,31.738346099853516,6
76561198017024244,Kranto,31.54111099243164,2
76561198116487881,Evgen,31.54111099243164,2
76561198118249863,dvx,31.459543228149414,2
76561198179297405,♠Raicus♠,31.330585479736328,2
76561197960762127,Bani,31.321870803833008,2
76561198214478439,Peny,31.274147033691406,3
76561198057787818,SidiR,31.26136016845703,4
76561198369975584,Bala,31.259265899658203,4
76561198311021830,Tempest FIN,31.259265899658203,4
76561198025153944,鬱,31.259265899658203,4
76561198013666605,Ant3stor,31.224428176879883,1594
76561198117978344,ṁǔτⱥṅτ›,31.107351303100586,118
76561197961473367,CUBA BóBr:B,30.959463119506836,1771
76561198001355736,iceman,30.94354820251465,193
76561198027593808,MAkc_IIIUHA,30.78003692626953,1
76561198307856465,Nozomi!,30.78003692626953,1
76561198397169363,YtkS4,30.78003692626953,1
76561198074401741,ДЕТЕКТИВ КАРТЕР,30.78003692626953,1
76561198963355393,Na`Vi | friberg,30.78003692626953,1
76561198151161266,John Priest,30.78003692626953,1
76561197993233912,proZaC,30.717634201049805,311
76561198039669270,LeXeR,30.619672775268555,2
76561198347688497,bazara 0,30.619672775268555,2
76561198154943013,laRsinj0,30.619667053222656,125
76561198271385073,Heck,30.597082138061523,1
76561198034970385,aiken,30.55318260192871,2
76561198035671947,siskins,30.46742820739746,2252
76561198089070422,Juven1le,30.349258422851562,140
76561198032873189,noctis,30.32586669921875,164
76561197960308495,fazz,30.31077003479004,40
76561197960547060,exooo,30.23330307006836,26
76561197964623506,dehumanizeR,30.232011795043945,1130
76561198053960733,Frigolx,30.2099666595459,382
76561198256878090,httfnttr,30.2054386138916,23
76561198058257183,Hexal1t,30.196374893188477,4
76561198047546533,Faith,30.184837341308594,4
76561197981551565,Habesz,30.184837341308594,4
76561198202240614,fagyi | Gamdom.com CSGO500,30.184837341308594,4
76561198138333716,an2nygalpz,30.17691421508789,2
76561197970601766,Roe ツ,30.17691421508789,2
76561198156210520,leanimal1,29.954856872558594,33
76561198287339338,Teplo,29.91236686706543,24
76561198054865150,GV,29.908287048339844,15
76561198204862231,Yulix,29.850749969482422,3
76561198154658099,un4x,29.8223934173584,634
76561198120717321,fojez,29.748659133911133,2
76561198417305282,Ъ,29.688451766967773,387
76561198164775203,smiesznabakteria,29.606870651245117,2
76561198000621831,tszafarczyk,29.606870651245117,2
76561198228590616,ph0en|X,29.55745506286621,1
76561198042268423,jcb,29.552019119262695,9
76561197994123047,JohnWick,29.5401611328125,1079
76561198843568735,psyklesh,29.493534088134766,1
76561198023589138,ins,29.474117279052734,258
76561198072820834,Grim,29.456357955932617,1
76561198881954793,zozo,29.445486068725586,1227
76561198077505157,LxT,29.434951782226562,8
76561197978174296,Slipn,29.395832061767578,1
76561198877063627,ATOM,29.395832061767578,1
76561198057695300,pawz,29.38463020324707,30
76561198257391553,vulTure,29.339590072631836,497
76561198256203867,prestij,29.317298889160156,408
76561198967038183,Xupypr,29.303499221801758,130
76561197964625360,shuuqqxx,29.228822708129883,289
76561198216749103,Wip3out,29.19533920288086,2
76561198071771798,Punkà,29.166112899780273,2
76561198114832578,kirson,29.156415939331055,212
76561198257239941,Thranduil,29.107284545898438,244
76561198156073276,I♛könig♛I Venish,29.10668182373047,1
76561198167402681,fresARN,29.098480224609375,489
76561198414877431,phaze,29.06947135925293,245
76561198090058821,fearzhi`,28.98751449584961,698
76561197989187030,DSOP.ape,28.98413848876953,6
76561198002370961,Alostraz,28.973426818847656,65
76561197965104042,Nessy,28.937816619873047,1
76561197971841345,n4cer,28.924514770507812,3
76561198352423835,hamper_wf,28.771556854248047,136
76561198080701855,Capwn,28.661907196044922,1
76561198073796041,GZ.DECK,28.636260986328125,2
76561197960697262,lamaGra,28.627805709838867,3
76561197965029487,jeben,28.6212215423584,1
76561198013882729,Mayh,28.580373764038086,1
76561198106553923,President Berek Obama,28.557472229003906,1
76561198025670942,tripleSex,28.557432174682617,299
76561198257377273,hodlkroy,28.548004150390625,537
76561198001267637,Milashkins,28.475547790527344,100
76561198034263361,inf,28.47156524658203,1
76561197968341051,kridtben,28.47136116027832,100
76561198049404772,armaku,28.4204158782959,1
76561198325869589,UnnamedPlayer,28.36058235168457,19
