category,slug,name,brand,affiliateLink,file_path
mousepads,lethal-gaming-gear-saturn-pro-xsoft-xxl,Lethal Gaming Gear Saturn Pro Xsoft XXL,Lethal Gaming Gear,https://www.amazon.com/dp/B0BT67SGL3?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/lethal-gaming-gear-saturn-pro-xsoft-xxl.yaml
mousepads,lethal-gaming-gear-venus-pro,Lethal Gaming Gear Venus Pro,Lethal Gaming Gear,,/home/user/quakesettings/src/content/mousepads/lethal-gaming-gear-venus-pro.yaml
mousepads,logitech-g-powerplay-cloth-surface,Logitech G PowerPlay (cloth surface),Logitech,,/home/user/quakesettings/src/content/mousepads/logitech-g-powerplay-cloth-surface.yaml
mousepads,logitech-g-powerplay-hard-surface,Logitech G PowerPlay (hard surface),Logitech,,/home/user/quakesettings/src/content/mousepads/logitech-g-powerplay-hard-surface.yaml
mousepads,logitech-g240,Logitech G240,Logitech,,/home/user/quakesettings/src/content/mousepads/logitech-g240.yaml
mousepads,logitech-g640,Logitech G640,Logitech,https://www.amazon.com/dp/B01MZ6TZ9A?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/logitech-g640.yaml
mousepads,logitech-g840,Logitech G840,Logitech,https://www.amazon.com/dp/B07GLTW1BS?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/logitech-g840.yaml
mousepads,nitro-concepts-dm16-deskmat,Nitro Concepts Dm16 Deskmat,Nitro,,/home/user/quakesettings/src/content/mousepads/nitro-concepts-dm16-deskmat.yaml
mousepads,pulsar-es1-3mm-large,Pulsar ES1 3mm Large,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-es1-3mm-large.yaml
mousepads,pulsar-es1-3mm-xl,Pulsar ES1 3mm XL,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-es1-3mm-xl.yaml
mousepads,pulsar-es1-4mm-large,Pulsar ES1 4mm Large,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-es1-4mm-large.yaml
mousepads,pulsar-es1-4mm-xl,Pulsar ES1 4mm XL,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-es1-4mm-xl.yaml
mousepads,pulsar-es2-3mm-large,Pulsar ES2 3mm Large,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-es2-3mm-large.yaml
mousepads,pulsar-es2-3mm-xl,Pulsar ES2 3mm XL,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-es2-3mm-xl.yaml
mousepads,pulsar-es2-4mm-large,Pulsar ES2 4mm Large,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-es2-4mm-large.yaml
mousepads,pulsar-es2-4mm-xl,Pulsar ES2 4mm XL,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-es2-4mm-xl.yaml
mousepads,pulsar-parabrake-large,Pulsar ParaBrake Large,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-parabrake-large.yaml
mousepads,pulsar-parabrake-xl,Pulsar ParaBrake XL,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-parabrake-xl.yaml
mousepads,pulsar-parabrake-xxl,Pulsar ParaBrake XXL,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-parabrake-xxl.yaml
mousepads,pulsar-paracontrol-large,Pulsar ParaControl Large,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-paracontrol-large.yaml
mousepads,pulsar-paracontrol-v2,Pulsar ParaControl V2,Pulsar,https://www.amazon.com/dp/B0B5HNKD5P?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/pulsar-paracontrol-v2.yaml
mousepads,pulsar-paracontrol-xl,Pulsar ParaControl XL,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-paracontrol-xl.yaml
mousepads,pulsar-paracontrol-xl-extended,Pulsar ParaControl XL Extended,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-paracontrol-xl-extended.yaml
mousepads,pulsar-paracontrol-xl-square,Pulsar ParaControl XL Square,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-paracontrol-xl-square.yaml
mousepads,pulsar-paracontrol-xxl,Pulsar ParaControl XXL,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-paracontrol-xxl.yaml
mousepads,pulsar-paracontrol-xxl-extended,Pulsar ParaControl XXL Extended,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-paracontrol-xxl-extended.yaml
mousepads,pulsar-paraspeed-large,Pulsar ParaSpeed Large,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-paraspeed-large.yaml
mousepads,pulsar-paraspeed-xl,Pulsar ParaSpeed XL,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-paraspeed-xl.yaml
mousepads,pulsar-paraspeed-xxl,Pulsar ParaSpeed XXL,Pulsar,,/home/user/quakesettings/src/content/mousepads/pulsar-paraspeed-xxl.yaml
mousepads,pulsar-superglide-mousepad,Pulsar Superglide Mousepad,Pulsar,https://www.amazon.com/dp/B0C5XCJ5JL?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/pulsar-superglide-mousepad.yaml
mousepads,pwnage-ultra-glide-pyramid-large,Pwnage Ultra Glide Pyramid Large,Pwnage,,/home/user/quakesettings/src/content/mousepads/pwnage-ultra-glide-pyramid-large.yaml
mousepads,pwnage-ultra-glide-pyramid-xl,Pwnage Ultra Glide Pyramid XL,Pwnage,,/home/user/quakesettings/src/content/mousepads/pwnage-ultra-glide-pyramid-xl.yaml
mousepads,razer-atlas-,Razer Atlas,Razer,,/home/user/quakesettings/src/content/mousepads/razer-atlas-.yaml
mousepads,razer-atlas,Razer Atlas,Razer,,/home/user/quakesettings/src/content/mousepads/razer-atlas.yaml
mousepads,razer-firefly-v2-pro,Razer Firefly V2 Pro,Razer,,/home/user/quakesettings/src/content/mousepads/razer-firefly-v2-pro.yaml
mousepads,razer-gigantus,Razer Gigantus V2,Razer,https://www.amazon.com/dp/B0885N29X4?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/razer-gigantus.yaml
mousepads,razer-gigantus-v2-3xl,Razer Gigantus V2 3XL,Razer,https://www.amazon.com/dp/B0885N29X4?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/razer-gigantus-v2-3xl.yaml
mousepads,razer-gigantus-v2-large,Razer Gigantus V2 Large,Razer,https://www.amazon.com/dp/B0885N29X4?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/razer-gigantus-v2-large.yaml
mousepads,razer-gigantus-v2-medium,Razer Gigantus V2 Medium,Razer,https://www.amazon.com/dp/B0885N29X4?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/razer-gigantus-v2-medium.yaml
mousepads,razer-gigantus-v2-xxl,Razer Gigantus V2 XXL,Razer,https://www.amazon.com/dp/B0885N29X4?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/razer-gigantus-v2-xxl.yaml
mousepads,razer-goliathus-chroma-3xl,Razer Goliathus Chroma 3XL,Razer,,/home/user/quakesettings/src/content/mousepads/razer-goliathus-chroma-3xl.yaml
mousepads,razer-goliathus-chroma-extended,Razer Goliathus Chroma Extended,Razer,,/home/user/quakesettings/src/content/mousepads/razer-goliathus-chroma-extended.yaml
mousepads,razer-goliathus-chroma-medium,Razer Goliathus Chroma Medium,Razer,,/home/user/quakesettings/src/content/mousepads/razer-goliathus-chroma-medium.yaml
mousepads,razer-goliathus-control,Razer Goliathus Control,Razer,https://www.amazon.com/dp/B00IRDW6L2?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/razer-goliathus-control.yaml
mousepads,razer-sphex-v3-large,Razer Sphex V3 Large,Razer,,/home/user/quakesettings/src/content/mousepads/razer-sphex-v3-large.yaml
mousepads,razer-sphex-v3-small,Razer Sphex V3 Small,Razer,,/home/user/quakesettings/src/content/mousepads/razer-sphex-v3-small.yaml
mousepads,razer-strider-large,Razer Strider Large,Razer,,/home/user/quakesettings/src/content/mousepads/razer-strider-large.yaml
mousepads,razer-strider-xxl,Razer Strider XXL,Razer,,/home/user/quakesettings/src/content/mousepads/razer-strider-xxl.yaml
mousepads,sharkoon-1337-rgb-v2-gaming-mat,Sharkoon 1337 Rgb V2 Gaming Mat,Sharkoon,,/home/user/quakesettings/src/content/mousepads/sharkoon-1337-rgb-v2-gaming-mat.yaml
mousepads,wallhack-skypad-20,Skypad 2.0,Wallhack,,/home/user/quakesettings/src/content/mousepads/wallhack-skypad-20.yaml
mousepads,wallhack-skypad-30,Skypad 3.0,Wallhack,,/home/user/quakesettings/src/content/mousepads/wallhack-skypad-30.yaml
mousepads,steelseries-qck,SteelSeries QcK,SteelSeries,https://www.amazon.com/dp/B000UEZ36W?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/steelseries-qck.yaml
mousepads,steelseries-qck-heavy,SteelSeries QcK Heavy,SteelSeries,https://www.amazon.com/dp/B000V7ARAU?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/steelseries-qck-heavy.yaml
mousepads,steelseries-qck-heavy-xxl,SteelSeries QcK Heavy XXL,SteelSeries,https://www.amazon.com/dp/B000UEZ36W?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/steelseries-qck-heavy-xxl.yaml
mousepads,steelseries-qck-large,SteelSeries QcK Large,SteelSeries,https://www.amazon.com/dp/B000UEZ36W?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/steelseries-qck-large.yaml
mousepads,superbeings-lab-massimo-pro,Superbeings Lab Massimo Pro,Superbeings Lab,,/home/user/quakesettings/src/content/mousepads/superbeings-lab-massimo-pro.yaml
mousepads,superbeings-lab-memento,Superbeings Lab Memento,Superbeings Lab,,/home/user/quakesettings/src/content/mousepads/superbeings-lab-memento.yaml
mousepads,superbeings-lab-memoria-pro,Superbeings Lab Memoria Pro,Superbeings Lab,,/home/user/quakesettings/src/content/mousepads/superbeings-lab-memoria-pro.yaml
mousepads,teevolution-genesis-axis,Teevolution Genesis Axis,Teevolution,,/home/user/quakesettings/src/content/mousepads/teevolution-genesis-axis.yaml
mousepads,teevolution-genesis-gravis,Teevolution Genesis Gravis,Teevolution,,/home/user/quakesettings/src/content/mousepads/teevolution-genesis-gravis.yaml
mousepads,tenta-x-cataclysm,Tenta-X Cataclysm,Tenta-X,,/home/user/quakesettings/src/content/mousepads/tenta-x-cataclysm.yaml
mousepads,tenta-x-jinsoku-large,Tenta-X Jinsoku Large,Tenta-X,,/home/user/quakesettings/src/content/mousepads/tenta-x-jinsoku-large.yaml
mousepads,tenta-x-jinsoku-xl,Tenta-X Jinsoku XL,Tenta-X,,/home/user/quakesettings/src/content/mousepads/tenta-x-jinsoku-xl.yaml
mousepads,tenta-x-shinrai-large,Tenta-X Shinrai Large,Tenta-X,,/home/user/quakesettings/src/content/mousepads/tenta-x-shinrai-large.yaml
mousepads,tenta-x-shinrai-xl,Tenta-X Shinrai XL,Tenta-X,,/home/user/quakesettings/src/content/mousepads/tenta-x-shinrai-xl.yaml
mousepads,tenta-x-the-last-stand,Tenta-X The Last Stand,Tenta-X,,/home/user/quakesettings/src/content/mousepads/tenta-x-the-last-stand.yaml
mousepads,trust-gxt-756-,Trust Gxt 756 ,Trust,,/home/user/quakesettings/src/content/mousepads/trust-gxt-756-.yaml
mousepads,vancer-trigger,Vancer Trigger,Vancer,,/home/user/quakesettings/src/content/mousepads/vancer-trigger.yaml
mousepads,vaxee-pa,VAXEE PA,VAXEE,https://www.amazon.com/dp/B09FJWRM3R?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/vaxee-pa.yaml
mousepads,vaxee-pa-black,VAXEE PA Black,VAXEE,https://www.amazon.com/dp/B09FJWRM3R?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/vaxee-pa-black.yaml
mousepads,vaxee-pa-medium,VAXEE PA Medium,VAXEE,https://www.amazon.com/dp/B09FJWRM3R?tag=prosettings-20,/home/user/quakesettings/src/content/mousepads/vaxee-pa-medium.yaml
mousepads,vaxee-pb,VAXEE PB,VAXEE,,/home/user/quakesettings/src/content/mousepads/vaxee-pb.yaml
mousepads,vaxee-pb-black,VAXEE PB Black,VAXEE,,/home/user/quakesettings/src/content/mousepads/vaxee-pb-black.yaml
mousepads,vaxee-pc,VAXEE PC,VAXEE,,/home/user/quakesettings/src/content/mousepads/vaxee-pc.yaml
mousepads,vaxee-pd,VAXEE PD,VAXEE,,/home/user/quakesettings/src/content/mousepads/vaxee-pd.yaml
mousepads,vaxee-pe-black-large,VAXEE PE Black Large,VAXEE,,/home/user/quakesettings/src/content/mousepads/vaxee-pe-black-large.yaml
mousepads,vaxee-pe-black-xl,VAXEE PE Black XL,VAXEE,,/home/user/quakesettings/src/content/mousepads/vaxee-pe-black-xl.yaml
mousepads,vaxee-pe-large,VAXEE PE Large,VAXEE,,/home/user/quakesettings/src/content/mousepads/vaxee-pe-large.yaml
mousepads,vaxee-pe-xl,VAXEE PE XL,VAXEE,,/home/user/quakesettings/src/content/mousepads/vaxee-pe-xl.yaml
mousepads,waizowl-falcon,Waizowl Falcon,Waizowl,,/home/user/quakesettings/src/content/mousepads/waizowl-falcon.yaml
mousepads,wallhack-sp-004,WALLHACK SP-004,WALLHACK,,/home/user/quakesettings/src/content/mousepads/wallhack-sp-004.yaml
mousepads,wallhack-sp-004a,WALLHACK SP-004A,WALLHACK,,/home/user/quakesettings/src/content/mousepads/wallhack-sp-004a.yaml
mousepads,wraith-blade-x-pro,Wraith Blade X Pro,Wraith,,/home/user/quakesettings/src/content/mousepads/wraith-blade-x-pro.yaml
mousepads,wraith-blade-y-pro,Wraith Blade Y Pro,Wraith,,/home/user/quakesettings/src/content/mousepads/wraith-blade-y-pro.yaml
mousepads,wraith-spirit-of-aim-pro-hybrid,Wraith Spirit of Aim Pro Hybrid,Wraith,,/home/user/quakesettings/src/content/mousepads/wraith-spirit-of-aim-pro-hybrid.yaml
mousepads,wraith-spirit-of-aim-pro-speed,Wraith Spirit of Aim Pro Speed,Wraith,,/home/user/quakesettings/src/content/mousepads/wraith-spirit-of-aim-pro-speed.yaml
mousepads,wraith-w64,Wraith W64,Wraith,,/home/user/quakesettings/src/content/mousepads/wraith-w64.yaml
mousepads,x-raypad-aqua-control-plus-v2-large,X-Raypad Aqua Control Plus V2 Large,X-Raypad,,/home/user/quakesettings/src/content/mousepads/x-raypad-aqua-control-plus-v2-large.yaml
mousepads,x-raypad-aqua-control-plus-v2-xl,X-Raypad Aqua Control Plus V2 XL,X-Raypad,,/home/user/quakesettings/src/content/mousepads/x-raypad-aqua-control-plus-v2-xl.yaml
mousepads,x-raypad-aqua-control-plus-v2-xl-square,X-Raypad Aqua Control Plus V2 XL Square,X-Raypad,,/home/user/quakesettings/src/content/mousepads/x-raypad-aqua-control-plus-v2-xl-square.yaml
mousepads,x-raypad-aqua-control-plus-v2-xxl,X-Raypad Aqua Control Plus V2 XXL,X-Raypad,,/home/user/quakesettings/src/content/mousepads/x-raypad-aqua-control-plus-v2-xxl.yaml
mousepads,x-raypad-aqua-control-pro-,X-raypad Aqua Control Pro,X-raypad,,/home/user/quakesettings/src/content/mousepads/x-raypad-aqua-control-pro-.yaml
mousepads,x-raypad-p-chen-heavy-bee-xl,X-Raypad P.CHEN (Heavy Bee) XL,X-Raypad,,/home/user/quakesettings/src/content/mousepads/x-raypad-p-chen-heavy-bee-xl.yaml
mousepads,x-raypad-p-chen-heavy-bee-xl-square,X-Raypad P.CHEN (Heavy Bee) XL Square,X-Raypad,,/home/user/quakesettings/src/content/mousepads/x-raypad-p-chen-heavy-bee-xl-square.yaml
mousepads,xtrfy-gp5-large,Xtrfy GP5 Large,Xtrfy,,/home/user/quakesettings/src/content/mousepads/xtrfy-gp5-large.yaml
mousepads,xtrfy-gp5-medium,Xtrfy GP5 Medium,Xtrfy,,/home/user/quakesettings/src/content/mousepads/xtrfy-gp5-medium.yaml
mousepads,xtrfy-gp5-xl,Xtrfy GP5 XL+,Xtrfy,,/home/user/quakesettings/src/content/mousepads/xtrfy-gp5-xl.yaml
mousepads,xtrfy-gpz1,Xtrfy GPZ1,Xtrfy,,/home/user/quakesettings/src/content/mousepads/xtrfy-gpz1.yaml
